  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   0 |        2 |       100 | cached-os | bitmapscan |          3 |    5.572333333333333 |      3 |   5.4013333333333335 |      3 |    5.636666666666667 |      3 |    5.290333333333334 |      3 |    5.287333333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   0 |     1024 |     10000 | cached    | indexscan  |          3 |    6.566666666666666 |      3 |    6.215333333333334 |      3 |   6.4736666666666665 |      3 |    6.284666666666666 |      3 |    6.682666666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   1 |        2 |       100 | cached    | seqscan    |          3 |   3.0660000000000003 |      1 |                 2.94 |      2 |               2.9115 |      2 |                2.784 |      1 |                2.844
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   0 |        4 |       100 | cached    | seqscan    |          3 |   3.9973333333333336 |      3 |   3.5436666666666667 |      3 |    3.626333333333333 |      3 |                3.715 |      3 |                3.845
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |       16 |     10000 | cached-os | bitmapscan |          3 |                5.566 |      3 |    5.301666666666666 |      3 |                5.486 |      3 |    5.283333333333334 |      3 |   5.6739999999999995
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |  16 |      256 |     10000 | cached-os | indexscan  |          3 |   3.9889999999999994 |      3 |   4.0776666666666666 |      3 |   4.1273333333333335 |      3 |   3.7053333333333334 |      3 |    3.848333333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |      256 |     10000 | cached-os | indexscan  |          3 |    4.917333333333334 |      3 |    5.029333333333333 |      3 |    4.822666666666667 |      3 |                4.633 |      3 |    4.649666666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  16 |        8 |       100 | cached-os | bitmapscan |          3 |                8.332 |      3 |    8.382666666666667 |      3 |                8.463 |      3 |    8.047666666666666 |      3 |    8.127666666666665
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   8 |      256 |     10000 | cached    | bitmapscan |          3 |   26.644000000000002 |      3 |   26.914999999999996 |      3 |               27.111 |      3 |   26.359333333333336 |      3 |   26.292999999999996
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |     1024 |     10000 | cached    | indexscan  |          3 |    6.905333333333334 |      3 |    7.210333333333334 |      3 |    6.887666666666667 |      3 |                 6.62 |      3 |                6.512
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |  32 |      256 |     10000 | cached-os | indexscan  |          3 |                3.908 |      3 |    3.869666666666667 |      3 |    3.909333333333334 |      3 |   3.6223333333333336 |      3 |   3.4883333333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |   1 |        4 |       100 | cached    | bitmapscan |          3 |    3.840666666666667 |      3 |    4.049666666666667 |      3 |   3.8200000000000003 |      3 |                3.555 |      3 |    3.547333333333333
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   0 |       32 |       100 | cached-os | seqscan    |          3 |   24.105999999999998 |      3 |   24.165000000000003 |      3 |   24.106000000000005 |      3 |   23.820000000000004 |      3 |               24.166
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  32 |       64 |     10000 | cached-os | indexscan  |          3 |    2.271666666666667 |      3 |                2.255 |      3 |   2.3106666666666666 |      3 |   1.9853333333333332 |      3 |   1.6306666666666667
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |       64 |     10000 | cached-os | indexscan  |          3 |   2.2800000000000002 |      3 |                2.218 |      3 |   1.9176666666666666 |      3 |   1.9933333333333334 |      3 |   2.0543333333333336
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |  16 |      512 |     10000 | cached    | indexscan  |          3 |   3.7146666666666666 |      3 |   3.8329999999999997 |      3 |   3.9886666666666666 |      3 |   3.4279999999999995 |      3 |    3.595333333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  16 |       64 |     10000 | uncached  | indexscan  |          3 |                4.246 |      3 |                4.969 |      3 |    5.136333333333334 |      3 |   3.9586666666666672 |      3 |                3.827
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   8 |       16 |     10000 | cached    | bitmapscan |          3 |   1.3639999999999999 |      3 |                1.252 |      3 |                1.265 |      3 |   1.0763333333333334 |      3 |   1.1716666666666666
 raid-nvme | 1000000 | cyclic      |    41667 |       4 | 65536 |   0 |       52 |       100 | cached    | seqscan    |          3 |   35.324000000000005 |      3 |    36.22933333333333 |      3 |    35.75966666666667 |      3 |    35.03633333333334 |      3 |    35.00333333333334
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   0 |       32 |     10000 | cached-os | bitmapscan |          3 |    9.596666666666666 |      3 |    9.143333333333333 |      3 |                9.702 |      3 |    9.308666666666667 |      3 |    9.914666666666667
 data      | 1000000 | linear      |    41667 |       0 |   128 |  32 |       32 |     10000 | uncached  | indexscan  |          3 |   1.5990000000000002 |      3 |   1.3146666666666667 |      3 |   1.6586666666666667 |      3 |   1.3110000000000002 |      3 |                1.571
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |       64 |     10000 | cached-os | bitmapscan |          3 |   12.771666666666667 |      3 |   12.935333333333332 |      3 |   12.805333333333332 |      3 |   12.483333333333334 |      3 |   12.838666666666667
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  16 |        4 |       100 | cached    | seqscan    |          3 |    3.966666666666667 |      3 |                4.344 |      3 |    4.056666666666667 |      3 |   3.6779999999999995 |      3 |    3.672333333333333
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |   0 |        8 |       100 | cached    | bitmapscan |          3 |    4.953333333333334 |      3 |    4.927666666666666 |      3 |                4.771 |      3 |    4.664666666666666 |      3 |                4.716
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |  32 |      512 |     10000 | cached    | indexscan  |          3 |   3.6926666666666663 |      3 |    4.007000000000001 |      3 |    3.972666666666667 |      3 |   3.4036666666666666 |      3 |                3.583
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   8 |        2 |     10000 | uncached  | bitmapscan |          3 |   3.7343333333333333 |      3 |   3.4363333333333337 |      3 |   3.6203333333333334 |      3 |   3.4453333333333336 |      3 |    3.766666666666667
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   0 |       16 |     10000 | uncached  | bitmapscan |          3 |    73.31866666666667 |      3 |               75.613 |      3 |    74.60066666666667 |      3 |    73.02933333333334 |      3 |    71.47233333333334
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   8 |      128 |     10000 | cached    | bitmapscan |          3 |   7.0489999999999995 |      3 |   7.2330000000000005 |      3 |    6.858999999999999 |      3 |    6.759666666666667 |      3 |    6.705666666666667
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |  16 |        8 |       100 | cached    | bitmapscan |          3 |    5.224333333333333 |      3 |   5.2956666666666665 |      3 |    5.021333333333334 |      3 |                4.935 |      3 |    4.798666666666667
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   8 |        4 |     10000 | uncached  | bitmapscan |          3 |    4.274333333333334 |      3 |                 4.62 |      3 |                4.089 |      3 |    3.984666666666667 |      3 |                4.162
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   8 |      512 |     10000 | cached    | indexscan  |          3 |    2.781333333333333 |      3 |   3.0813333333333333 |      3 |                 2.78 |      3 |   2.4913333333333334 |      3 |   2.8703333333333334
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |        8 |       100 | cached-os | seqscan    |          3 |    7.975333333333334 |      3 |   7.8453333333333335 |      3 |                7.864 |      3 |    7.685333333333333 |      3 |    7.840333333333334
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   0 |      512 |     10000 | cached    | indexscan  |          3 |   3.1639999999999997 |      3 |    3.202666666666667 |      3 |   3.2216666666666662 |      3 |    2.872666666666666 |      3 |    3.154333333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   0 |       32 |     10000 | uncached  | indexscan  |          3 |   3.8723333333333336 |      3 |                3.267 |      3 |                3.344 |      3 |                3.581 |      3 |                4.024
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |  32 |      256 |     10000 | cached    | indexscan  |          3 |   1.6153333333333333 |      3 |   1.6043333333333336 |      3 |   1.5956666666666666 |      3 |   1.3236666666666668 |      3 |                1.548
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |       32 |     10000 | cached-os | indexscan  |          3 |   1.8146666666666667 |      3 |   1.7880000000000003 |      3 |   1.8223333333333336 |      3 |                1.523 |      3 |   1.6420000000000001
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |  16 |       64 |     10000 | uncached  | indexscan  |          3 |   2.4733333333333336 |      3 |   2.4923333333333333 |      3 |   2.4363333333333332 |      3 |   2.1816666666666666 |      3 |                2.156
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   2.3350000000000004 |      3 |    2.312333333333333 |      3 |                2.378 |      3 |   2.0423333333333336 |      3 |   2.0666666666666664
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   1 |     1024 |     10000 | cached-os | indexscan  |          3 |    8.363666666666667 |      3 |    8.446666666666665 |      3 |    8.378666666666668 |      3 |                8.071 |      3 |                8.475
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   0 |     1024 |     10000 | uncached  | indexscan  |          3 |   20.098666666666666 |      3 |   20.663666666666668 |      3 |   20.230666666666668 |      3 |   19.805666666666667 |      3 |               20.032
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   1 |       16 |       100 | cached-os | bitmapscan |          3 |   14.566333333333334 |      3 |   14.598666666666666 |      3 |   14.614000000000003 |      3 |   14.273333333333333 |      3 |   14.619333333333335
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |   1 |       16 |     10000 | uncached  | bitmapscan |          3 |               72.444 |      3 |               74.092 |      2 |               72.541 |      3 |               72.151 |      3 |    69.86399999999999
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |  16 |     1024 |     10000 | cached-os | indexscan  |          3 |                8.415 |      3 |                8.424 |      3 |                8.595 |      3 |    8.121666666666668 |      3 |                8.214
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   0 |      256 |     10000 | cached-os | indexscan  |          3 |    4.929666666666667 |      3 |    4.951333333333333 |      3 |    4.893999999999999 |      3 |    4.636333333333334 |      3 |                4.543
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |   0 |     4048 |     10000 | cached-os | indexscan  |          3 |               30.224 |      3 |                29.97 |      3 |   30.766666666666666 |      3 |   29.930666666666667 |      3 |    30.12766666666667
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |        4 |     10000 | uncached  | indexscan  |          3 |                1.936 |      3 |   2.1853333333333333 |      3 |    2.236666666666667 |      3 |   1.6426666666666667 |      3 |   1.8406666666666667
 data      | 1000000 | linear      |    41667 |       0 |  4096 |  16 |       32 |     10000 | uncached  | indexscan  |          3 |   1.8686666666666667 |      3 |   1.8510000000000002 |      3 |   2.0269999999999997 |      3 |   1.5753333333333333 |      3 |   1.3943333333333332
